Time;T1_K_1 (s/n=, CH0, value);T1_K_3 (s/n=, CH0, value);T1_K_2 (s/n=, CH0, value);T1_L_1 (s/n=, CH1, value);T1_L_2 (s/n=, CH1, value);T1_L_3 (s/n=, CH1, value);T1_R_1 (s/n=, CH1, value);T1_R_2 (s/n=, CH1, value);T1_R_3 (s/n=, CH1, value);T1_Up_1 (s/n=, CH2, value);T1_Up_2 (s/n=, CH2, value);T1_Up_3 (s/n=, CH2, value);T_1 (s/n=, CH2, value)
2014-01-01T00:06:09,555;542,7935887;600,5626127;503,3211249;93,81437412;179,0020105;175,973677;297,9638593;367,4861756;303,4263482;8,636702837;-55,56865523;26,9924009;15,8029701
